lead_indices,lead_names,measurement_contacts,sensitivity_threshold,meets_af,meets_ischemia,meets_conduction,meets_ectopy,disease_groups_met
2;4;5;6;8;9;10;11,III;aVL;aVF;V1;V3;V4;V5;V6,8,0.6,1,0,1,0,2
2;4;5;6;8;9;10;11,III;aVL;aVF;V1;V3;V4;V5;V6,8,0.7,1,0,1,0,2
2;4;5;6;8;9;10;11,III;aVL;aVF;V1;V3;V4;V5;V6,8,0.8,1,0,1,0,2
2;4;5;6;8;9;10;11,III;aVL;aVF;V1;V3;V4;V5;V6,8,0.9,1,0,0,0,1
2;4;5;6;8;9;11,III;aVL;aVF;V1;V3;V4;V6,7,0.5,1,1,1,0,3
2;4;5;6;8;9;11,III;aVL;aVF;V1;V3;V4;V6,7,0.6,1,0,1,0,2
2;4;5;6;8;9;11,III;aVL;aVF;V1;V3;V4;V6,7,0.7,1,0,1,0,2
2;4;5;6;8;9;11,III;aVL;aVF;V1;V3;V4;V6,7,0.8,1,0,1,0,2
2;4;5;6;8;9;11,III;aVL;aVF;V1;V3;V4;V6,7,0.9,1,0,0,0,1
2;4;5;6;8;10,III;aVL;aVF;V1;V3;V5,6,0.5,1,1,1,0,3
2;4;5;6;8;10,III;aVL;aVF;V1;V3;V5,6,0.6,1,0,1,0,2
2;4;5;6;8;10,III;aVL;aVF;V1;V3;V5,6,0.7,1,0,1,0,2
2;4;5;6;8;10,III;aVL;aVF;V1;V3;V5,6,0.8,1,0,1,0,2
2;4;5;6;8;10,III;aVL;aVF;V1;V3;V5,6,0.9,1,0,0,0,1
2;4;5;6;8;10;11,III;aVL;aVF;V1;V3;V5;V6,7,0.5,1,1,1,0,3
2;4;5;6;8;10;11,III;aVL;aVF;V1;V3;V5;V6,7,0.6,1,0,1,0,2
2;4;5;6;8;10;11,III;aVL;aVF;V1;V3;V5;V6,7,0.7,1,0,1,0,2
2;4;5;6;8;10;11,III;aVL;aVF;V1;V3;V5;V6,7,0.8,1,0,1,0,2
2;4;5;6;8;10;11,III;aVL;aVF;V1;V3;V5;V6,7,0.9,1,0,0,0,1
2;4;5;6;8;11,III;aVL;aVF;V1;V3;V6,6,0.5,1,1,1,0,3
2;4;5;6;8;11,III;aVL;aVF;V1;V3;V6,6,0.6,1,0,1,0,2
2;4;5;6;8;11,III;aVL;aVF;V1;V3;V6,6,0.7,1,0,1,0,2
2;4;5;6;8;11,III;aVL;aVF;V1;V3;V6,6,0.8,1,0,1,0,2
2;4;5;6;8;11,III;aVL;aVF;V1;V3;V6,6,0.9,1,0,0,0,1
2;4;5;6;9,III;aVL;aVF;V1;V4,5,0.5,1,1,1,0,3
2;4;5;6;9,III;aVL;aVF;V1;V4,5,0.6,1,0,1,0,2
2;4;5;6;9,III;aVL;aVF;V1;V4,5,0.7,1,0,1,0,2
2;4;5;6;9,III;aVL;aVF;V1;V4,5,0.8,1,0,1,0,2
2;4;5;6;9,III;aVL;aVF;V1;V4,5,0.9,1,0,0,0,1
2;4;5;6;9;10,III;aVL;aVF;V1;V4;V5,6,0.5,1,1,1,0,3
2;4;5;6;9;10,III;aVL;aVF;V1;V4;V5,6,0.6,1,0,1,0,2
2;4;5;6;9;10,III;aVL;aVF;V1;V4;V5,6,0.7,1,0,1,0,2
2;4;5;6;9;10,III;aVL;aVF;V1;V4;V5,6,0.8,1,0,1,0,2
2;4;5;6;9;10,III;aVL;aVF;V1;V4;V5,6,0.9,1,0,0,0,1
2;4;5;6;9;10;11,III;aVL;aVF;V1;V4;V5;V6,7,0.5,1,1,1,0,3
2;4;5;6;9;10;11,III;aVL;aVF;V1;V4;V5;V6,7,0.6,1,0,1,0,2
2;4;5;6;9;10;11,III;aVL;aVF;V1;V4;V5;V6,7,0.7,1,0,1,0,2
2;4;5;6;9;10;11,III;aVL;aVF;V1;V4;V5;V6,7,0.8,1,0,1,0,2
2;4;5;6;9;10;11,III;aVL;aVF;V1;V4;V5;V6,7,0.9,1,0,0,0,1
2;4;5;6;9;11,III;aVL;aVF;V1;V4;V6,6,0.5,1,1,1,0,3
2;4;5;6;9;11,III;aVL;aVF;V1;V4;V6,6,0.6,1,0,1,0,2
2;4;5;6;9;11,III;aVL;aVF;V1;V4;V6,6,0.7,1,0,1,0,2
2;4;5;6;9;11,III;aVL;aVF;V1;V4;V6,6,0.8,1,0,1,0,2
2;4;5;6;9;11,III;aVL;aVF;V1;V4;V6,6,0.9,1,0,0,0,1
2;4;5;6;10,III;aVL;aVF;V1;V5,5,0.5,1,1,1,0,3
2;4;5;6;10,III;aVL;aVF;V1;V5,5,0.6,1,0,1,0,2
2;4;5;6;10,III;aVL;aVF;V1;V5,5,0.7,1,0,1,0,2
2;4;5;6;10,III;aVL;aVF;V1;V5,5,0.8,1,0,1,0,2
2;4;5;6;10,III;aVL;aVF;V1;V5,5,0.9,1,0,0,0,1
2;4;5;6;10;11,III;aVL;aVF;V1;V5;V6,6,0.5,1,1,1,0,3
2;4;5;6;10;11,III;aVL;aVF;V1;V5;V6,6,0.6,1,0,1,0,2
2;4;5;6;10;11,III;aVL;aVF;V1;V5;V6,6,0.7,1,0,1,0,2
2;4;5;6;10;11,III;aVL;aVF;V1;V5;V6,6,0.8,1,0,1,0,2
2;4;5;6;10;11,III;aVL;aVF;V1;V5;V6,6,0.9,1,0,0,0,1
2;4;5;6;11,III;aVL;aVF;V1;V6,5,0.5,1,1,1,0,3
2;4;5;6;11,III;aVL;aVF;V1;V6,5,0.6,1,1,1,0,3
2;4;5;6;11,III;aVL;aVF;V1;V6,5,0.7,1,0,1,0,2
2;4;5;6;11,III;aVL;aVF;V1;V6,5,0.8,1,0,1,0,2
2;4;5;6;11,III;aVL;aVF;V1;V6,5,0.9,1,0,0,0,1
2;4;5;7,III;aVL;aVF;V2,4,0.5,1,1,1,0,3
2;4;5;7,III;aVL;aVF;V2,4,0.6,1,0,1,0,2
2;4;5;7,III;aVL;aVF;V2,4,0.7,1,0,1,0,2
2;4;5;7,III;aVL;aVF;V2,4,0.8,1,0,1,0,2
2;4;5;7,III;aVL;aVF;V2,4,0.9,1,0,0,0,1
2;4;5;7;8,III;aVL;aVF;V2;V3,5,0.5,1,1,1,0,3
2;4;5;7;8,III;aVL;aVF;V2;V3,5,0.6,1,0,1,0,2
2;4;5;7;8,III;aVL;aVF;V2;V3,5,0.7,1,0,1,0,2
2;4;5;7;8,III;aVL;aVF;V2;V3,5,0.8,1,0,1,0,2
2;4;5;7;8,III;aVL;aVF;V2;V3,5,0.9,1,0,0,0,1
2;4;5;7;8;9,III;aVL;aVF;V2;V3;V4,6,0.5,1,1,1,0,3
2;4;5;7;8;9,III;aVL;aVF;V2;V3;V4,6,0.6,1,0,1,0,2
2;4;5;7;8;9,III;aVL;aVF;V2;V3;V4,6,0.7,1,0,1,0,2
2;4;5;7;8;9,III;aVL;aVF;V2;V3;V4,6,0.8,1,0,1,0,2
2;4;5;7;8;9,III;aVL;aVF;V2;V3;V4,6,0.9,1,0,0,0,1
2;4;5;7;8;9;10,III;aVL;aVF;V2;V3;V4;V5,7,0.5,1,1,1,0,3
2;4;5;7;8;9;10,III;aVL;aVF;V2;V3;V4;V5,7,0.6,1,0,1,0,2
2;4;5;7;8;9;10,III;aVL;aVF;V2;V3;V4;V5,7,0.7,1,0,1,0,2
2;4;5;7;8;9;10,III;aVL;aVF;V2;V3;V4;V5,7,0.8,1,0,1,0,2
2;4;5;7;8;9;10,III;aVL;aVF;V2;V3;V4;V5,7,0.9,1,0,0,0,1
2;4;5;7;8;9;10;11,III;aVL;aVF;V2;V3;V4;V5;V6,8,0.5,1,1,1,0,3
2;4;5;7;8;9;10;11,III;aVL;aVF;V2;V3;V4;V5;V6,8,0.6,1,0,1,0,2
2;4;5;7;8;9;10;11,III;aVL;aVF;V2;V3;V4;V5;V6,8,0.7,1,0,1,0,2
2;4;5;7;8;9;10;11,III;aVL;aVF;V2;V3;V4;V5;V6,8,0.8,1,0,0,0,1
2;4;5;7;8;9;10;11,III;aVL;aVF;V2;V3;V4;V5;V6,8,0.9,1,0,0,0,1
2;4;5;7;8;9;11,III;aVL;aVF;V2;V3;V4;V6,7,0.5,1,1,1,0,3
2;4;5;7;8;9;11,III;aVL;aVF;V2;V3;V4;V6,7,0.6,1,0,1,0,2
2;4;5;7;8;9;11,III;aVL;aVF;V2;V3;V4;V6,7,0.7,1,0,1,0,2
2;4;5;7;8;9;11,III;aVL;aVF;V2;V3;V4;V6,7,0.8,1,0,0,0,1
2;4;5;7;8;9;11,III;aVL;aVF;V2;V3;V4;V6,7,0.9,1,0,0,0,1
2;4;5;7;8;10,III;aVL;aVF;V2;V3;V5,6,0.5,1,1,1,0,3
2;4;5;7;8;10,III;aVL;aVF;V2;V3;V5,6,0.6,1,0,1,0,2
2;4;5;7;8;10,III;aVL;aVF;V2;V3;V5,6,0.7,1,0,1,0,2
2;4;5;7;8;10,III;aVL;aVF;V2;V3;V5,6,0.8,1,0,0,0,1
2;4;5;7;8;10,III;aVL;aVF;V2;V3;V5,6,0.9,1,0,0,0,1
2;4;5;7;8;10;11,III;aVL;aVF;V2;V3;V5;V6,7,0.5,1,1,1,0,3
2;4;5;7;8;10;11,III;aVL;aVF;V2;V3;V5;V6,7,0.6,1,0,1,0,2
2;4;5;7;8;10;11,III;aVL;aVF;V2;V3;V5;V6,7,0.7,1,0,1,0,2
2;4;5;7;8;10;11,III;aVL;aVF;V2;V3;V5;V6,7,0.8,1,0,0,0,1
2;4;5;7;8;10;11,III;aVL;aVF;V2;V3;V5;V6,7,0.9,1,0,0,0,1
2;4;5;7;8;11,III;aVL;aVF;V2;V3;V6,6,0.5,1,1,1,0,3
2;4;5;7;8;11,III;aVL;aVF;V2;V3;V6,6,0.6,1,0,1,0,2
2;4;5;7;8;11,III;aVL;aVF;V2;V3;V6,6,0.7,1,0,1,0,2
2;4;5;7;8;11,III;aVL;aVF;V2;V3;V6,6,0.8,1,0,0,0,1
2;4;5;7;8;11,III;aVL;aVF;V2;V3;V6,6,0.9,1,0,0,0,1
2;4;5;7;9,III;aVL;aVF;V2;V4,5,0.5,1,1,1,0,3
2;4;5;7;9,III;aVL;aVF;V2;V4,5,0.6,1,0,1,0,2
2;4;5;7;9,III;aVL;aVF;V2;V4,5,0.7,1,0,1,0,2
2;4;5;7;9,III;aVL;aVF;V2;V4,5,0.8,1,0,1,0,2
2;4;5;7;9,III;aVL;aVF;V2;V4,5,0.9,1,0,0,0,1
2;4;5;7;9;10,III;aVL;aVF;V2;V4;V5,6,0.5,1,1,1,0,3
2;4;5;7;9;10,III;aVL;aVF;V2;V4;V5,6,0.6,1,0,1,0,2
2;4;5;7;9;10,III;aVL;aVF;V2;V4;V5,6,0.7,1,0,1,0,2
2;4;5;7;9;10,III;aVL;aVF;V2;V4;V5,6,0.8,1,0,1,0,2
2;4;5;7;9;10,III;aVL;aVF;V2;V4;V5,6,0.9,1,0,0,0,1
2;4;5;7;9;10;11,III;aVL;aVF;V2;V4;V5;V6,7,0.5,1,1,1,0,3
2;4;5;7;9;10;11,III;aVL;aVF;V2;V4;V5;V6,7,0.6,1,0,1,0,2
2;4;5;7;9;10;11,III;aVL;aVF;V2;V4;V5;V6,7,0.7,1,0,1,0,2
2;4;5;7;9;10;11,III;aVL;aVF;V2;V4;V5;V6,7,0.8,1,0,0,0,1
2;4;5;7;9;10;11,III;aVL;aVF;V2;V4;V5;V6,7,0.9,1,0,0,0,1
2;4;5;7;9;11,III;aVL;aVF;V2;V4;V6,6,0.5,1,1,1,0,3
2;4;5;7;9;11,III;aVL;aVF;V2;V4;V6,6,0.6,1,0,1,0,2
2;4;5;7;9;11,III;aVL;aVF;V2;V4;V6,6,0.7,1,0,1,0,2
2;4;5;7;9;11,III;aVL;aVF;V2;V4;V6,6,0.8,1,0,0,0,1
2;4;5;7;9;11,III;aVL;aVF;V2;V4;V6,6,0.9,1,0,0,0,1
2;4;5;7;10,III;aVL;aVF;V2;V5,5,0.5,1,1,1,0,3
2;4;5;7;10,III;aVL;aVF;V2;V5,5,0.6,1,0,1,0,2
2;4;5;7;10,III;aVL;aVF;V2;V5,5,0.7,1,0,1,0,2
2;4;5;7;10,III;aVL;aVF;V2;V5,5,0.8,1,0,1,0,2
2;4;5;7;10,III;aVL;aVF;V2;V5,5,0.9,1,0,0,0,1
2;4;5;7;10;11,III;aVL;aVF;V2;V5;V6,6,0.5,1,1,1,0,3
2;4;5;7;10;11,III;aVL;aVF;V2;V5;V6,6,0.6,1,0,1,0,2
2;4;5;7;10;11,III;aVL;aVF;V2;V5;V6,6,0.7,1,0,1,0,2
2;4;5;7;10;11,III;aVL;aVF;V2;V5;V6,6,0.8,1,0,1,0,2
2;4;5;7;10;11,III;aVL;aVF;V2;V5;V6,6,0.9,1,0,0,0,1
2;4;5;7;11,III;aVL;aVF;V2;V6,5,0.5,1,1,1,0,3
2;4;5;7;11,III;aVL;aVF;V2;V6,5,0.6,1,0,1,0,2
2;4;5;7;11,III;aVL;aVF;V2;V6,5,0.7,1,0,1,0,2
2;4;5;7;11,III;aVL;aVF;V2;V6,5,0.8,1,0,1,0,2
2;4;5;7;11,III;aVL;aVF;V2;V6,5,0.9,1,0,0,0,1
2;4;5;8,III;aVL;aVF;V3,4,0.5,1,1,1,0,3
2;4;5;8,III;aVL;aVF;V3,4,0.6,1,0,1,0,2
2;4;5;8,III;aVL;aVF;V3,4,0.7,1,0,1,0,2
2;4;5;8,III;aVL;aVF;V3,4,0.8,1,0,0,0,1
2;4;5;8,III;aVL;aVF;V3,4,0.9,1,0,0,0,1
2;4;5;8;9,III;aVL;aVF;V3;V4,5,0.5,1,1,1,0,3
2;4;5;8;9,III;aVL;aVF;V3;V4,5,0.6,1,0,1,0,2
2;4;5;8;9,III;aVL;aVF;V3;V4,5,0.7,1,0,1,0,2
2;4;5;8;9,III;aVL;aVF;V3;V4,5,0.8,1,0,1,0,2
2;4;5;8;9,III;aVL;aVF;V3;V4,5,0.9,1,0,0,0,1
2;4;5;8;9;10,III;aVL;aVF;V3;V4;V5,6,0.5,1,1,1,0,3
2;4;5;8;9;10,III;aVL;aVF;V3;V4;V5,6,0.6,1,0,1,0,2
2;4;5;8;9;10,III;aVL;aVF;V3;V4;V5,6,0.7,1,0,1,0,2
2;4;5;8;9;10,III;aVL;aVF;V3;V4;V5,6,0.8,1,0,0,0,1
2;4;5;8;9;10,III;aVL;aVF;V3;V4;V5,6,0.9,1,0,0,0,1
2;4;5;8;9;10;11,III;aVL;aVF;V3;V4;V5;V6,7,0.5,1,1,1,0,3
2;4;5;8;9;10;11,III;aVL;aVF;V3;V4;V5;V6,7,0.6,1,0,1,0,2
2;4;5;8;9;10;11,III;aVL;aVF;V3;V4;V5;V6,7,0.7,1,0,1,0,2
2;4;5;8;9;10;11,III;aVL;aVF;V3;V4;V5;V6,7,0.8,1,0,0,0,1
2;4;5;8;9;10;11,III;aVL;aVF;V3;V4;V5;V6,7,0.9,1,0,0,0,1
2;4;5;8;9;11,III;aVL;aVF;V3;V4;V6,6,0.5,1,1,1,0,3
2;4;5;8;9;11,III;aVL;aVF;V3;V4;V6,6,0.6,1,0,1,0,2
2;4;5;8;9;11,III;aVL;aVF;V3;V4;V6,6,0.7,1,0,1,0,2
2;4;5;8;9;11,III;aVL;aVF;V3;V4;V6,6,0.8,1,0,0,0,1
2;4;5;8;9;11,III;aVL;aVF;V3;V4;V6,6,0.9,1,0,0,0,1
2;4;5;8;10,III;aVL;aVF;V3;V5,5,0.5,1,1,1,0,3
2;4;5;8;10,III;aVL;aVF;V3;V5,5,0.6,1,0,1,0,2
2;4;5;8;10,III;aVL;aVF;V3;V5,5,0.7,1,0,1,0,2
2;4;5;8;10,III;aVL;aVF;V3;V5,5,0.8,1,0,0,0,1
2;4;5;8;10,III;aVL;aVF;V3;V5,5,0.9,1,0,0,0,1
2;4;5;8;10;11,III;aVL;aVF;V3;V5;V6,6,0.5,1,1,1,0,3
2;4;5;8;10;11,III;aVL;aVF;V3;V5;V6,6,0.6,1,0,1,0,2
2;4;5;8;10;11,III;aVL;aVF;V3;V5;V6,6,0.7,1,0,1,0,2
2;4;5;8;10;11,III;aVL;aVF;V3;V5;V6,6,0.8,1,0,0,0,1
2;4;5;8;10;11,III;aVL;aVF;V3;V5;V6,6,0.9,1,0,0,0,1
2;4;5;8;11,III;aVL;aVF;V3;V6,5,0.5,1,1,1,0,3
2;4;5;8;11,III;aVL;aVF;V3;V6,5,0.6,1,0,1,0,2
2;4;5;8;11,III;aVL;aVF;V3;V6,5,0.7,1,0,1,0,2
2;4;5;8;11,III;aVL;aVF;V3;V6,5,0.8,1,0,0,0,1
2;4;5;8;11,III;aVL;aVF;V3;V6,5,0.9,1,0,0,0,1
2;4;5;9,III;aVL;aVF;V4,4,0.5,1,1,1,0,3
2;4;5;9,III;aVL;aVF;V4,4,0.6,1,0,1,0,2
2;4;5;9,III;aVL;aVF;V4,4,0.7,1,0,1,0,2
2;4;5;9,III;aVL;aVF;V4,4,0.8,1,0,1,0,2
2;4;5;9,III;aVL;aVF;V4,4,0.9,1,0,0,0,1
2;4;5;9;10,III;aVL;aVF;V4;V5,5,0.5,1,1,1,0,3
2;4;5;9;10,III;aVL;aVF;V4;V5,5,0.6,1,0,1,0,2
2;4;5;9;10,III;aVL;aVF;V4;V5,5,0.7,1,0,1,0,2
2;4;5;9;10,III;aVL;aVF;V4;V5,5,0.8,1,0,1,0,2
2;4;5;9;10,III;aVL;aVF;V4;V5,5,0.9,1,0,0,0,1
2;4;5;9;10;11,III;aVL;aVF;V4;V5;V6,6,0.5,1,1,1,0,3
2;4;5;9;10;11,III;aVL;aVF;V4;V5;V6,6,0.6,1,0,1,0,2
2;4;5;9;10;11,III;aVL;aVF;V4;V5;V6,6,0.7,1,0,1,0,2
2;4;5;9;10;11,III;aVL;aVF;V4;V5;V6,6,0.8,1,0,0,0,1
2;4;5;9;10;11,III;aVL;aVF;V4;V5;V6,6,0.9,1,0,0,0,1
2;4;5;9;11,III;aVL;aVF;V4;V6,5,0.5,1,1,1,0,3
2;4;5;9;11,III;aVL;aVF;V4;V6,5,0.6,1,0,1,0,2
2;4;5;9;11,III;aVL;aVF;V4;V6,5,0.7,1,0,1,0,2
2;4;5;9;11,III;aVL;aVF;V4;V6,5,0.8,1,0,1,0,2
2;4;5;9;11,III;aVL;aVF;V4;V6,5,0.9,1,0,0,0,1
2;4;5;10,III;aVL;aVF;V5,4,0.5,1,1,1,0,3
2;4;5;10,III;aVL;aVF;V5,4,0.6,1,0,1,0,2
2;4;5;10,III;aVL;aVF;V5,4,0.7,1,0,1,0,2
2;4;5;10,III;aVL;aVF;V5,4,0.8,1,0,0,0,1
2;4;5;10,III;aVL;aVF;V5,4,0.9,1,0,0,0,1
2;4;5;10;11,III;aVL;aVF;V5;V6,5,0.5,1,1,1,0,3
2;4;5;10;11,III;aVL;aVF;V5;V6,5,0.6,1,0,1,0,2
2;4;5;10;11,III;aVL;aVF;V5;V6,5,0.7,1,0,1,0,2
2;4;5;10;11,III;aVL;aVF;V5;V6,5,0.8,1,0,1,0,2
2;4;5;10;11,III;aVL;aVF;V5;V6,5,0.9,1,0,0,0,1
2;4;5;11,III;aVL;aVF;V6,4,0.5,1,1,1,0,3
2;4;5;11,III;aVL;aVF;V6,4,0.6,1,0,1,0,2
2;4;5;11,III;aVL;aVF;V6,4,0.7,1,0,1,0,2
2;4;5;11,III;aVL;aVF;V6,4,0.8,1,0,0,0,1
2;4;5;11,III;aVL;aVF;V6,4,0.9,1,0,0,0,1
2;4;6,III;aVL;V1,4,0.5,1,1,1,0,3
2;4;6,III;aVL;V1,4,0.6,1,0,1,0,2
2;4;6,III;aVL;V1,4,0.7,1,0,1,0,2
2;4;6,III;aVL;V1,4,0.8,1,0,1,0,2
2;4;6,III;aVL;V1,4,0.9,1,0,0,0,1
2;4;6;7,III;aVL;V1;V2,5,0.5,1,1,1,0,3
2;4;6;7,III;aVL;V1;V2,5,0.6,1,0,1,0,2
2;4;6;7,III;aVL;V1;V2,5,0.7,1,0,1,0,2
2;4;6;7,III;aVL;V1;V2,5,0.8,1,0,1,0,2
2;4;6;7,III;aVL;V1;V2,5,0.9,1,0,0,0,1
2;4;6;7;8,III;aVL;V1;V2;V3,6,0.5,1,1,1,0,3
2;4;6;7;8,III;aVL;V1;V2;V3,6,0.6,1,0,1,0,2
2;4;6;7;8,III;aVL;V1;V2;V3,6,0.7,1,0,1,0,2
2;4;6;7;8,III;aVL;V1;V2;V3,6,0.8,1,0,1,0,2
2;4;6;7;8,III;aVL;V1;V2;V3,6,0.9,1,0,0,0,1
2;4;6;7;8;9,III;aVL;V1;V2;V3;V4,7,0.5,1,1,1,0,3
2;4;6;7;8;9,III;aVL;V1;V2;V3;V4,7,0.6,1,0,1,0,2
2;4;6;7;8;9,III;aVL;V1;V2;V3;V4,7,0.7,1,0,1,0,2
2;4;6;7;8;9,III;aVL;V1;V2;V3;V4,7,0.8,1,0,1,0,2
2;4;6;7;8;9,III;aVL;V1;V2;V3;V4,7,0.9,1,0,0,0,1
2;4;6;7;8;9;10,III;aVL;V1;V2;V3;V4;V5,8,0.5,1,1,1,0,3
2;4;6;7;8;9;10,III;aVL;V1;V2;V3;V4;V5,8,0.6,1,0,1,0,2
2;4;6;7;8;9;10,III;aVL;V1;V2;V3;V4;V5,8,0.7,1,0,1,0,2
2;4;6;7;8;9;10,III;aVL;V1;V2;V3;V4;V5,8,0.8,1,0,1,0,2
2;4;6;7;8;9;10,III;aVL;V1;V2;V3;V4;V5,8,0.9,1,0,0,0,1
2;4;6;7;8;9;10;11,III;aVL;V1;V2;V3;V4;V5;V6,9,0.5,1,1,1,0,3
2;4;6;7;8;9;10;11,III;aVL;V1;V2;V3;V4;V5;V6,9,0.6,1,0,1,0,2
2;4;6;7;8;9;10;11,III;aVL;V1;V2;V3;V4;V5;V6,9,0.7,1,0,1,0,2
2;4;6;7;8;9;10;11,III;aVL;V1;V2;V3;V4;V5;V6,9,0.8,1,0,1,0,2
2;4;6;7;8;9;10;11,III;aVL;V1;V2;V3;V4;V5;V6,9,0.9,1,0,0,0,1
2;4;6;7;8;9;11,III;aVL;V1;V2;V3;V4;V6,8,0.5,1,1,1,0,3
2;4;6;7;8;9;11,III;aVL;V1;V2;V3;V4;V6,8,0.6,1,0,1,0,2
2;4;6;7;8;9;11,III;aVL;V1;V2;V3;V4;V6,8,0.7,1,0,1,0,2
2;4;6;7;8;9;11,III;aVL;V1;V2;V3;V4;V6,8,0.8,1,0,1,0,2
2;4;6;7;8;9;11,III;aVL;V1;V2;V3;V4;V6,8,0.9,1,0,0,0,1
2;4;6;7;8;10,III;aVL;V1;V2;V3;V5,7,0.5,1,1,1,0,3
2;4;6;7;8;10,III;aVL;V1;V2;V3;V5,7,0.6,1,0,1,0,2
2;4;6;7;8;10,III;aVL;V1;V2;V3;V5,7,0.7,1,0,1,0,2
2;4;6;7;8;10,III;aVL;V1;V2;V3;V5,7,0.8,1,0,1,0,2
2;4;6;7;8;10,III;aVL;V1;V2;V3;V5,7,0.9,1,0,0,0,1
2;4;6;7;8;10;11,III;aVL;V1;V2;V3;V5;V6,8,0.5,1,1,1,0,3
2;4;6;7;8;10;11,III;aVL;V1;V2;V3;V5;V6,8,0.6,1,0,1,0,2
2;4;6;7;8;10;11,III;aVL;V1;V2;V3;V5;V6,8,0.7,1,0,1,0,2
2;4;6;7;8;10;11,III;aVL;V1;V2;V3;V5;V6,8,0.8,1,0,1,0,2
2;4;6;7;8;10;11,III;aVL;V1;V2;V3;V5;V6,8,0.9,1,0,0,0,1
2;4;6;7;8;11,III;aVL;V1;V2;V3;V6,7,0.5,1,1,1,0,3
2;4;6;7;8;11,III;aVL;V1;V2;V3;V6,7,0.6,1,0,1,0,2
2;4;6;7;8;11,III;aVL;V1;V2;V3;V6,7,0.7,1,0,1,0,2
2;4;6;7;8;11,III;aVL;V1;V2;V3;V6,7,0.8,1,0,1,0,2
2;4;6;7;8;11,III;aVL;V1;V2;V3;V6,7,0.9,1,0,0,0,1
2;4;6;7;9,III;aVL;V1;V2;V4,6,0.5,1,1,1,0,3
2;4;6;7;9,III;aVL;V1;V2;V4,6,0.6,1,0,1,0,2
2;4;6;7;9,III;aVL;V1;V2;V4,6,0.7,1,0,1,0,2
2;4;6;7;9,III;aVL;V1;V2;V4,6,0.8,1,0,1,0,2
2;4;6;7;9,III;aVL;V1;V2;V4,6,0.9,1,0,0,0,1
2;4;6;7;9;10,III;aVL;V1;V2;V4;V5,7,0.5,1,1,1,0,3
2;4;6;7;9;10,III;aVL;V1;V2;V4;V5,7,0.6,1,0,1,0,2
2;4;6;7;9;10,III;aVL;V1;V2;V4;V5,7,0.7,1,0,1,0,2
2;4;6;7;9;10,III;aVL;V1;V2;V4;V5,7,0.8,1,0,1,0,2
2;4;6;7;9;10,III;aVL;V1;V2;V4;V5,7,0.9,1,0,0,0,1
2;4;6;7;9;10;11,III;aVL;V1;V2;V4;V5;V6,8,0.5,1,1,1,0,3
2;4;6;7;9;10;11,III;aVL;V1;V2;V4;V5;V6,8,0.6,1,0,1,0,2
2;4;6;7;9;10;11,III;aVL;V1;V2;V4;V5;V6,8,0.7,1,0,1,0,2
2;4;6;7;9;10;11,III;aVL;V1;V2;V4;V5;V6,8,0.8,1,0,1,0,2
2;4;6;7;9;10;11,III;aVL;V1;V2;V4;V5;V6,8,0.9,1,0,0,0,1
2;4;6;7;9;11,III;aVL;V1;V2;V4;V6,7,0.5,1,1,1,0,3
2;4;6;7;9;11,III;aVL;V1;V2;V4;V6,7,0.6,1,0,1,0,2
2;4;6;7;9;11,III;aVL;V1;V2;V4;V6,7,0.7,1,0,1,0,2
2;4;6;7;9;11,III;aVL;V1;V2;V4;V6,7,0.8,1,0,1,0,2
2;4;6;7;9;11,III;aVL;V1;V2;V4;V6,7,0.9,1,0,0,0,1
2;4;6;7;10,III;aVL;V1;V2;V5,6,0.5,1,1,1,0,3
2;4;6;7;10,III;aVL;V1;V2;V5,6,0.6,1,0,1,0,2
2;4;6;7;10,III;aVL;V1;V2;V5,6,0.7,1,0,1,0,2
2;4;6;7;10,III;aVL;V1;V2;V5,6,0.8,1,0,1,0,2
2;4;6;7;10,III;aVL;V1;V2;V5,6,0.9,1,0,0,0,1
2;4;6;7;10;11,III;aVL;V1;V2;V5;V6,7,0.5,1,1,1,0,3
2;4;6;7;10;11,III;aVL;V1;V2;V5;V6,7,0.6,1,0,1,0,2
2;4;6;7;10;11,III;aVL;V1;V2;V5;V6,7,0.7,1,0,1,0,2
2;4;6;7;10;11,III;aVL;V1;V2;V5;V6,7,0.8,1,0,1,0,2
2;4;6;7;10;11,III;aVL;V1;V2;V5;V6,7,0.9,1,0,0,0,1
2;4;6;7;11,III;aVL;V1;V2;V6,6,0.5,1,1,1,0,3
2;4;6;7;11,III;aVL;V1;V2;V6,6,0.6,1,0,1,0,2
2;4;6;7;11,III;aVL;V1;V2;V6,6,0.7,1,0,1,0,2
2;4;6;7;11,III;aVL;V1;V2;V6,6,0.8,1,0,1,0,2
2;4;6;7;11,III;aVL;V1;V2;V6,6,0.9,1,0,0,0,1
2;4;6;8,III;aVL;V1;V3,5,0.5,1,1,1,0,3
2;4;6;8,III;aVL;V1;V3,5,0.6,1,0,1,0,2
2;4;6;8,III;aVL;V1;V3,5,0.7,1,0,1,0,2
2;4;6;8,III;aVL;V1;V3,5,0.8,1,0,1,0,2
2;4;6;8,III;aVL;V1;V3,5,0.9,1,0,0,0,1
2;4;6;8;9,III;aVL;V1;V3;V4,6,0.5,1,1,1,0,3
2;4;6;8;9,III;aVL;V1;V3;V4,6,0.6,1,0,1,0,2
2;4;6;8;9,III;aVL;V1;V3;V4,6,0.7,1,0,1,0,2
